Date,ASIANPAINT,BAJFINANCE,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,LT,NTPC,RELIANCE,TCS
2015-12-01,781.8197357031681,54.44534820932708,249.40924199853205,711.8401819754571,234.94304506593463,417.9243760555293,788.5660777718673,76.39545742100668,212.0902287367924,955.369648828704
2015-12-02,799.5212443896706,54.4937504678402,251.2023216918092,710.9043919051238,233.7969576735807,412.1803561449794,783.4910582258474,76.7116325079678,212.28523687639364,955.3896607504132
2015-12-03,782.9260357487007,54.24982603211417,248.5126373383128,704.2690982763658,229.2551602907347,406.3981319154458,778.3019153737507,77.54513018340805,214.289566173792,953.340556568964
2015-12-04,775.8270373965548,54.068342607449495,246.81146104218536,701.3344112191903,224.11909673386867,406.436270165644,770.5468249470667,76.65414438140364,211.5268372286684,943.0159510852204
2015-12-07,805.6522998108288,53.44547578707218,246.236752347131,710.734358999782,224.5860375492892,404.184326609403,770.6609581966852,75.33203281967285,210.83347449574848,941.6501360162292
2015-12-08,808.9251934000652,54.18013901381474,244.12172484714236,714.3920169424558,222.845696661274,405.6156858565464,764.1032531008836,75.30327761940113,206.6297787752493,943.6990236943246
2015-12-09,798.8297464562403,53.92218231642093,242.99527941161048,710.3089332128135,222.37878696094324,399.5852545897933,755.5214364425274,76.02182622153431,204.43044555665105,953.2605127915704
2015-12-10,793.989666619556,54.010748142189584,244.42055756541447,706.7787470322498,222.336336546276,401.3600263397764,751.4158014102871,76.82658460977916,206.67312031200532,960.652521762953
2015-12-11,796.1560654586672,53.99912668578041,243.8228585768841,707.714328767467,221.6571925874208,405.2912676555687,749.134820434325,76.71164329363307,207.7998964413405,960.9537170883222
2015-12-14,809.8472876394555,53.72037269050161,243.65042858856464,716.6889517128254,213.8894218693213,409.5849851162537,736.9320425705578,76.68287739551849,208.77498506059572,958.9652736911462
2015-12-15,811.322383941324,54.44631760474103,244.24816129261404,733.7022746081658,210.4512260143882,411.8558366664224,735.1929670899164,76.59665919904897,211.90604159922327,958.1617058686436
2015-12-16,814.9640176921773,55.13258498724519,246.75397028825213,738.7212374699205,215.2053021510827,419.06934013857096,740.7240372346372,77.54513015720852,213.98619841445975,970.0130610525944
2015-12-17,809.9394043704266,55.75205716105964,249.2023181098668,736.4245210718153,216.7333377194917,423.5730679560424,741.1232774891572,78.40736767222113,219.93417143545585,982.2663263507964
2015-12-18,816.761881598815,56.624168828009104,249.4322203167776,744.845943586835,214.78079632613745,421.1304424780042,746.1982596193325,79.38461707968597,218.63409342736944,977.9274561030836
2015-12-21,815.0099548444655,57.34528380146864,248.2597770051675,733.2345133167169,220.29885803035128,422.6570842744729,739.9828117724477,78.98221507550048,216.467226650548,984.2751785497944
2015-12-22,817.7761336918976,57.24316758726995,247.4781448974504,729.7890724040524,223.69463892652703,418.8594528107701,739.526660095812,79.55704484500899,217.2472935723345,980.2576406558264
2015-12-23,814.9640337957374,57.60614364357416,247.8114374114269,740.5077464978937,223.22771384114048,420.7868628566594,740.7240248197968,80.36182792472943,218.17907030000484,978.2489513970152
2015-12-24,814.9180165008629,57.35012513854452,247.45512635989925,739.4869101897101,223.77953990914327,421.53115318971487,742.1496219252336,80.41931768292976,218.2440356665776,979.534382482984
2015-12-28,817.0846555134999,57.25332978718664,248.25980700455463,742.6343082933516,224.96806071481004,423.6494075984916,741.4083052882837,83.17852409696958,219.6633238643413,990.864000617908
2015-12-29,815.9322251763889,58.066401862128046,248.24830760071876,737.5301924453576,226.2414245965992,423.6493748633933,741.8645135194383,85.5640631555184,220.73590978408188,990.4221690947796
2015-12-30,814.0882302898118,58.27934696930247,248.73104399908956,734.0426527975269,224.50111623008036,422.3517374908794,740.153868320241,84.50061091962496,220.1508629314897,987.8909803301384
2015-12-31,817.7298916094253,58.46325321422373,249.40924006259328,737.0624036937736,223.99176410674715,423.6302906825485,733.6247607608503,84.44312894236009,220.95260355737904,983.672538103108
2016-01-01,816.4853064386468,59.22549468379193,250.63913341220015,733.2769663627913,223.77951972440093,423.2486634698356,736.1622210740446,84.09824685034732,220.7792454803435,979.8559030475548
2016-01-04,822.8006373359265,59.0343327449851,249.2023198262713,738.9764787095303,221.86940806949957,420.76781156901126,735.563494752488,84.50064514970789,219.67415063535964,969.812662775006
2016-01-05,834.3712088098264,59.03287192396508,247.0873386345374,730.7674820955975,218.60099968813512,414.2985864086837,723.6172543649435,83.72460255492955,218.85075117102275,958.8047140902264
2016-01-06,840.7328722362337,59.81835865401867,247.5356119746907,723.0689002616538,217.96430356235896,410.1574618956969,718.3711076881008,82.1438064237613,225.0046088392531,958.6237596590272
2016-01-07,821.970937798092,59.91417997690463,244.8114281862897,715.3705267575693,210.2814446015088,407.5812914256601,700.4376367319269,80.99415636549716,222.7510607850581,957.3179846617315
2016-01-08,813.1201692283673,61.61097829337691,244.719476754875,707.3315002688305,210.36632746391783,407.390413768759,693.9085115064345,80.59176252626588,223.81283919636493,967.1409520910776
2016-01-11,815.0102326173952,61.84134312365264,243.91481268387372,697.2935926211148,207.05546182770263,408.363669271654,675.6611978485532,82.17254098795227,229.85830020526583,957.7601798890596
2016-01-12,816.3932516892872,61.26057920896086,244.5814909166908,699.3779127546129,205.3151577197047,405.6919138334809,684.2716256315675,83.86832049064394,230.8550324283528,950.126940690002
2016-01-13,814.5491397489712,60.93534949973492,244.3171641244324,711.3297170870425,206.20656031699716,416.3977848756982,680.8502900126199,84.47189811715423,236.13130442423247,934.8605334331376
