Date,Price,Close,High,Low,Open,Volume
2015-12-01,209.2950134277344,212.0902287367924,208.28743295707417,208.88331123654007,12981379,0
2015-12-02,211.90603637695312,212.28523687639364,208.9916340642138,209.37083456365437,7573628,0
2015-12-03,211.7435302734375,214.289566173792,211.07181477987675,211.2451569809326,11361395,0
2015-12-04,209.19747924804688,211.5268372286684,208.3199199541801,210.68176513068136,13443688,0
2015-12-07,206.2939453125,210.83347449574848,205.7955720076032,209.1974995747284,14483909,0
2015-12-08,203.87789916992188,206.6297787752493,202.83781709465987,205.61136447386903,7532164,0
2015-12-09,198.46080017089844,204.43044555665105,197.7999185911125,202.8594885284744,9174419,0
2015-12-10,205.92556762695312,206.67312031200532,199.3492100251748,199.89091885238523,18592203,0
2015-12-11,206.48895263671875,207.7998964413405,204.31128335194933,206.22893933201533,18155513,0
2015-12-14,206.954833984375,208.77498506059572,204.98300847329256,205.32970736030373,10563900,0
2015-12-15,211.4618377685547,211.90604159922327,206.6406134175519,207.36651277418173,15718833,0
2015-12-16,212.0577087402344,213.98619841445975,210.94178949059952,211.4618305122864,12097338,0
2015-12-17,218.7857360839844,219.93417143545585,211.9168640702884,212.36106787702775,19369032,0
2015-12-18,214.9288024902344,218.63409342736944,214.5171002828927,217.5073401495175,16016139,0
2015-12-21,214.97210693359372,216.467226650548,213.29281114779627,214.06203154684457,12331769,0
2015-12-22,213.9320373535156,217.2472935723345,213.21697188041995,215.1237938560502,11579277,0
2015-12-23,217.50735473632807,218.17907030000484,214.5171146691673,214.90714912672544,12919467,0
2015-12-24,216.80308532714844,218.2440356665776,215.88219048364212,217.52898467250333,11901877,0
2015-12-28,218.93743896484372,219.6633238643413,216.6839181277839,216.8139247728637,12885935,0
2015-12-29,220.02085876464844,220.73590978408188,218.23320951936157,218.93744111606745,14913870,0
2015-12-30,217.65899658203125,220.1508629314897,217.1172877638419,219.9341851900015,8151610,0
2015-12-31,219.84750366210935,220.95260355737904,216.4889118206147,217.4206550550448,18483713,0
2016-01-01,220.0100250244141,220.7792454803435,218.46073576088267,218.8074201514001,5416562,0
2016-01-04,215.66549682617188,219.67415063535964,213.80201044918545,217.76732871141704,30170947,0
2016-01-05,217.79983520507807,218.85075117102275,216.03386823402064,216.74891923913347,14946239,0
2016-01-06,223.66116333007807,225.0046088392531,216.77060804018743,218.33073130996965,26759864,0
2016-01-07,219.5549774169922,222.7510607850581,218.4282242695789,221.2451071381122,19739943,0
2016-01-08,222.2635498046875,223.81283919636493,220.3025582007487,221.01762374427372,21313199,0
2016-01-11,227.86480712890625,229.85830020526583,219.0674449426684,220.1400286902471,29016443,0
2016-01-12,226.53219604492188,230.8550324283528,225.58961900047527,228.6015262023633,23373377,0
2016-01-13,233.3360748291016,236.13130442423247,226.9113918866168,228.18983392878877,71802356,0
2016-01-14,230.04248046875,234.23532501627105,228.17900846765409,230.51918597239523,27823189,0
2016-01-15,232.56686401367188,236.0771449690892,230.8984018720038,231.79764350292703,28767318,0
