Date,ASIANPAINT,BAJFINANCE,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,LT,NTPC,RELIANCE,TCS
2015-12-01,778.68505859375,54.24111175537109,248.97244262695312,708.9479370117188,232.5235748291016,411.8177185058594,778.2734985351562,76.25174713134766,209.2950134277344,948.8814086914062
2015-12-02,782.3267211914062,53.93960952758789,247.77696228027344,705.9705200195312,229.55227661132807,404.8332824707031,772.0865478515625,76.51043701171875,211.90603637695312,950.2070922851562
2015-12-03,776.65673828125,53.68309783935547,247.5355987548828,694.656494140625,225.64718627929688,403.7073669433594,768.5795288085938,76.74036407470703,211.7435302734375,944.4017333984376
2015-12-04,769.5577392578125,52.724365234375,243.43206787109372,693.2530517578125,221.95431518554688,400.3868713378906,764.0177612304688,74.95838165283203,209.19747924804688,935.4229125976562
2015-12-07,803.4396362304688,53.01087188720703,244.13323974609372,709.0330200195312,223.3126373291016,399.3180847167969,764.7590942382812,74.84342193603516,206.2939453125,931.9681396484376
2015-12-08,793.5745849609375,53.59647750854492,241.21359252929688,702.4401245117188,221.95431518554688,398.6121215820313,753.896240234375,74.75718688964844,203.87789916992188,935.6641235351562
2015-12-09,774.4439697265625,53.27947235107422,240.7998046875,697.676513671875,220.2564392089844,392.4290161132813,741.6934814453125,74.8146743774414,198.46080017089844,951.1914672851562
2015-12-10,792.145751953125,53.6017951965332,243.8228454589844,694.061279296875,219.83197021484372,399.7379455566406,747.5382690429688,76.56790924072266,205.92556762695312,957.98095703125
2015-12-11,791.4080200195312,53.47450637817383,240.54690551757807,699.335205078125,211.63975524902344,401.818115234375,733.1685180664062,76.30925750732422,206.48895263671875,958.5633544921876
2015-12-14,807.1275024414062,52.63580322265625,242.5469665527344,713.7116088867188,211.3850555419922,408.19189453125,726.6964721679688,76.3667221069336,206.954833984375,955.5303344726562
2015-12-15,809.9855346679688,54.26144027709961,243.55848693847656,730.3846435546875,209.1778259277344,411.2642822265625,731.714599609375,75.76315307617188,211.4618377685547,954.4857788085938
2015-12-16,798.8758544921875,54.2841911315918,245.36314392089844,727.6625366210938,213.97434997558597,418.2487487792969,730.4029541015625,76.76910400390625,212.0577087402344,967.5623779296876
2015-12-17,807.7266845703125,55.528465270996094,248.34022521972656,735.1910400390625,214.9081268310547,422.5425415039063,739.1275024414062,77.91876220703125,218.7857360839844,980.1571655273438
2015-12-18,810.8152465820312,56.27377700805664,246.67352294921875,729.0660400390625,212.31887817382807,413.4017028808594,734.1094360351562,78.09123992919922,214.9288024902344,970.9371337890624
2015-12-21,805.3294067382812,56.815826416015625,247.2252655029297,724.4300537109375,219.1952362060547,421.14947509765625,735.7631225585938,78.40737915039062,214.97210693359372,982.828857421875
2015-12-22,812.1983032226562,57.0640983581543,245.167724609375,724.30224609375,220.34133911132807,413.6306457519531,730.00390625,78.75227355957031,213.9320373535156,966.2166748046876
2015-12-23,810.354248046875,57.21945571899414,246.9263610839844,734.3403930664062,222.29388427734372,420.1571044921875,736.1622314453125,79.90196228027344,217.50735473632807,974.5529174804688
2015-12-24,812.9818725585938,57.11685180664063,246.90338134765625,735.1910400390625,218.9830474853516,418.4396667480469,738.1580200195312,80.07441711425781,216.80308532714844,977.947509765625
2015-12-28,812.2904663085938,57.16960144042969,247.6505889892578,736.552001953125,224.1615753173828,421.6456604003906,738.5286865234375,82.74739837646484,218.93743896484372,989.3775634765624
2015-12-29,811.4146118164062,57.94443893432617,247.8115081787109,729.7891235351562,224.75579833984372,421.6265258789063,735.33544921875,83.2359848022461,220.02085876464844,986.6055908203124
2015-12-30,809.6167602539062,57.82635498046875,246.97239685058597,729.406494140625,222.7183532714844,414.60394287109375,731.8856201171875,83.37968444824219,217.65899658203125,971.5399780273438
2015-12-31,814.59521484375,58.1723861694336,248.77703857421875,733.9149169921875,221.8694305419922,421.8937377929688,727.2952270507812,84.06948852539062,219.84750366210935,978.9922485351562
2016-01-01,810.169921875,59.00383758544922,250.29429626464844,728.6408081054688,223.2701568603516,421.8365173339844,735.1358032226562,83.06354522705078,220.0100250244141,970.7764282226562
2016-01-04,812.059814453125,58.58375930786133,246.09878540039065,730.7249755859375,216.9455718994141,411.7796020507813,716.17578125,82.3737564086914,215.66549682617188,951.9752197265624
2016-01-05,830.3607177734375,58.05525970458984,244.23667907714844,721.3250732421875,217.92184448242188,409.9285278320313,716.717529296875,81.7701644897461,217.79983520507807,943.678955078125
2016-01-06,817.2229614257812,59.11418533325195,245.3171539306641,717.15673828125,212.31887817382807,408.1346130371094,705.284423828125,81.31029510498047,223.66116333007807,956.7958984375
2016-01-07,804.2693481445312,59.10498809814453,242.8113555908203,697.7616577148438,209.47494506835935,401.0548095703125,687.921142578125,79.24091339111328,219.5549774169922,952.6376953125
2016-01-08,806.34375,61.120235443115234,244.22520446777344,688.9144897460938,208.03175354003903,405.8255920410156,672.3539428710938,80.2181167602539,222.2635498046875,963.2239379882812
2016-01-11,805.65234375,61.03989410400391,243.36306762695312,690.53076171875,203.2777099609375,402.9249267578125,669.0750732421875,81.39651489257812,227.86480712890625,949.0624389648438
2016-01-12,804.776611328125,60.09712219238281,240.684814453125,697.2937622070312,200.98558044433597,400.7302551269531,672.3823852539062,83.46593475341797,226.53219604492188,934.8807373046876
2016-01-13,800.765869140625,58.82960891723633,243.71945190429688,708.3948974609375,203.32017517089844,413.49713134765625,659.609375,82.91984558105469,233.3360748291016,915.6571044921876
