Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2015-12-01,411.8177185058594,417.92437605552925,409.5086199838506,415.2527133775487,5898550
2015-12-02,404.8332824707031,412.18035614497944,404.18446862642065,412.18035614497944,6397616
2015-12-03,403.7073669433594,406.39813191544584,400.38689010087916,404.9477819209684,5504726
2015-12-04,400.3868713378906,406.436270165644,396.9709315286437,400.3677693953956,8375530
2015-12-07,399.3180847167969,404.184326609403,396.9326720243429,402.7721809315069,4513870
2015-12-08,398.61212158203125,405.61568585654635,396.66563360730373,398.86021388834365,5724372
2015-12-09,392.42901611328125,399.5852545897933,390.2726168960539,398.0776923201125,6818254
2015-12-10,399.7379455566406,401.3600263397764,393.2305670748239,395.6350353404735,5587746
2015-12-11,401.818115234375,405.2912676555687,399.18460965255446,402.27609594855977,5390198
2015-12-14,408.19189453125,409.58498511625373,400.00517531063247,400.55857252038044,4816672
2015-12-15,411.2642822265625,411.85583666642236,404.10804359046915,409.6230995299803,5431808
2015-12-16,418.2487487792969,419.06934013857096,413.4970248973706,413.4970248973706,5495852
2015-12-17,422.54254150390625,423.5730679560424,415.25272811331956,419.8327214380988,4958782
2015-12-18,413.4017028808594,421.1304424780042,411.98951016089734,421.1304424780042,7219820
2015-12-21,421.14947509765625,422.6570842744729,406.8369951348001,411.05442453322996,4331012
2015-12-22,413.6306457519531,418.8594528107701,412.23755513566795,418.8594528107701,4109254
2015-12-23,420.1571044921875,420.7868628566594,414.89014042137427,417.9434691314453,2870928
2015-12-24,418.4396667480469,421.53115318971487,416.054253353225,420.6151917181876,1230054
2015-12-28,421.6456604003906,423.6494075984916,416.01608493905934,416.01608493905934,5526952
2015-12-29,421.62652587890625,423.6493748633933,418.8022339852307,420.3097964579386,3345062
2015-12-30,414.60394287109375,422.35173749087943,413.34442598413074,420.25257373934414,5153970
2015-12-31,421.89373779296875,423.6302906825485,414.871071876487,416.0733294708745,7943938
