Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2015-12-01,76.25174713134766,76.39545742100668,75.30327079767827,75.36075596609463,1776526
2015-12-02,76.51043701171875,76.7116325079678,75.59070571913497,76.30924677823444,1556103
2015-12-03,76.74036407470703,77.54513018340805,76.10804822235369,76.36672360687517,2710232
2015-12-04,74.95838165283203,76.65414438140364,74.72845146990895,76.5104340700033,2029555
2015-12-07,74.84342193603516,75.33203281967285,73.57878478808374,74.72845683631772,3599509
2015-12-08,74.75718688964844,75.30327761940113,74.32606124437942,74.41228637343322,2817922
2015-12-09,74.8146743774414,76.02182622153431,74.09612810459079,74.98712464088325,4174069
2015-12-10,76.56790924072266,76.82658460977916,74.84340678034603,74.84340678034603,4689330
2015-12-11,76.30925750732422,76.71164329363307,75.67694149692359,76.71164329363307,7819576
2015-12-14,76.3667221069336,76.68287739551849,75.53321079670312,75.87811130262413,3892008
2015-12-15,75.76315307617188,76.59665919904897,75.01586682481162,76.16553352764201,2294697
2015-12-16,76.76910400390625,77.54513015720852,75.76314768406091,75.76314768406091,2827382
2015-12-17,77.91876220703125,78.40736767222113,77.17147614006116,77.31518641599166,5617645
2015-12-18,78.09123992919922,79.38461707968597,77.71759413277077,78.11997988939946,7227156
2015-12-21,78.40737915039062,78.98221507550048,77.60261306544807,77.60261306544807,2724703
2015-12-22,78.75227355957031,79.55704484500899,78.46485825063571,78.6373084885492,5186119
2015-12-23,79.90196228027344,80.36182792472943,78.86726063317391,78.86726063317391,2906598
2015-12-24,80.07441711425781,80.41931768292976,79.78699646518785,80.04567189169181,2214117
2015-12-28,82.74739837646484,83.17852409696958,80.07441890933545,80.07441890933545,6195141
2015-12-29,83.2359848022461,85.5640631555184,82.83360439784413,83.03479460004512,11830292
2015-12-30,83.37968444824219,84.50061091962496,82.71862349291587,82.77610865595915,7060556
2015-12-31,84.06948852539062,84.44312894236009,82.80485173007042,83.37968759390023,6167425
2016-01-01,83.06354522705078,84.09824685034732,82.83361504149462,84.09824685034732,1087959
2016-01-04,82.3737564086914,84.50064514970789,82.11508096435557,82.34501644690923,1660154
2016-01-05,81.7701644897461,83.72460255492955,81.62645944598151,83.1785118105425,2183413
2016-01-06,81.31029510498047,82.1438064237613,80.50552900383063,81.62645565957267,2555581
2016-01-07,79.24091339111328,80.99415636549716,78.7810476755615,80.99415636549716,4397205
2016-01-08,80.2181167602539,80.59176252626588,78.8097746208467,79.44209053313398,5000222
2016-01-11,81.39651489257812,82.17254098795227,78.89598636303917,78.89598636303917,9595707
2016-01-12,83.46593475341797,83.86832049064394,82.05759256727433,82.48871826331471,5331380
2016-01-13,82.91984558105469,84.47189811715423,81.22408272254279,83.86832213089329,6335397
2016-01-14,82.3162612915039,83.12102743775293,80.64923856052206,82.14381102711022,2617408
2016-01-15,78.43612670898438,83.06353841400056,77.97625585006243,82.7186379011912,5813482
2016-01-18,77.3726806640625,79.64327923611101,76.59665450310612,78.11996686960856,7094769
2016-01-19,77.68885803222656,79.41336098521717,77.25773229397892,77.83256836589757,3276105
2016-01-20,75.99308013916016,77.48765258052053,75.18831400649525,77.20023196953966,4893918
2016-01-21,76.45294189453125,77.77505865398072,76.05055624480154,76.39545672663738,3672420
2016-01-22,79.41334533691406,80.07440642622096,77.11400676508669,77.63135754904052,4081641
2016-01-25,79.29838562011719,80.30434203741574,78.37864907655182,80.18937694300682,3248101
2016-01-27,82.63241577148438,83.12102660328267,79.58579621870322,80.36182240068408,6462206
2016-01-28,82.91984558105469,83.5521615266921,82.25878441327582,82.25878441327582,10947943
2016-01-29,81.88512420654297,84.3281675236975,80.70671247666755,82.77611536068467,9604422
2016-02-01,80.62049865722656,82.86235209582324,80.36182326046541,81.62646028777475,4772776
2016-02-02,77.0565414428711,80.76422276321107,76.30925508141569,80.47680209808534,5540090
2016-02-03,73.95243072509766,76.9128254667606,73.14765923711487,75.61944835689354,5409084
2016-02-04,72.37163543701172,75.36077550258199,71.62435436769299,74.72845953713572,8947989
2016-02-05,72.6627426147461,73.71076294092032,72.19695757994879,72.75007764192729,2917293
2016-02-08,71.7602767944336,73.30319193282446,71.46915650641121,72.66273689408712,2578603
2016-02-09,73.27407836914062,73.65252832802183,70.5666928751676,70.5666928751676,2829949
2016-02-10,72.63362884521484,73.47786384263907,72.02228368752507,72.77918366242218,3106880
2016-02-11,70.42113494873047,72.75007055691995,70.01357508191454,72.63362564218777,2946543
2016-02-12,72.16783905029297,73.2158593285409,69.95535357304959,70.45025381461338,4086475
2016-02-15,72.6627426147461,74.08921294853644,71.87672737011543,72.89563779739827,4458290
2016-02-16,74.38032531738281,76.33080560599416,72.31339478462606,73.79809008817513,6067938
2016-02-17,74.52587890625,75.66123411978138,73.24496888568038,74.72966416491373,4187010
2016-02-18,74.23477935791016,75.83591988095083,72.92475383982938,75.37013480691348,2623275
