Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2015-12-01,948.8814086914062,955.3696488287039,946.9330044295293,949.2831536627955,1721994
2015-12-02,950.2070922851562,955.3896607504131,942.6944816832078,955.3494470243631,1640296
2015-12-03,944.4017333984375,953.3405565689641,942.8951901674499,948.1178733682069,2283358
2015-12-04,935.4229125976562,943.0159510852203,932.4902528963302,940.0831933016299,1246092
2015-12-07,931.9681396484375,941.6501360162291,930.1401801465832,936.9497387845203,1382604
2015-12-08,935.6641235351562,943.6990236943246,930.9637265584983,931.8073322258446,1139964
2015-12-09,951.1914672851562,953.2605127915704,932.0483581280637,939.2395540720916,5282806
2015-12-10,957.98095703125,960.652521762953,944.9041390617108,951.7338033321398,1723988
2015-12-11,958.5633544921875,960.9537170883222,949.4236577970084,957.3581197631529,1652378
2015-12-14,955.5303344726562,958.9652736911462,936.3068959000996,938.1548639711305,2718532
2015-12-15,954.4857788085938,958.1617058686436,949.3434238315043,955.5302568293652,1135868
2015-12-16,967.5623779296875,970.0130610525945,957.7598416025617,957.7598416025617,1435934
2015-12-17,980.1571655273438,982.2663263507964,961.5162405301122,970.2139787882098,1618844
2015-12-18,970.9371337890625,977.9274561030835,964.4488945383988,972.2226979053789,3024970
2015-12-21,982.828857421875,984.2751785497943,966.9399222911001,972.2027225596993,1610104
2015-12-22,966.2166748046875,980.2576406558263,964.1878432680259,980.2576406558263,1560858
2015-12-23,974.5529174804688,978.2489513970152,968.4263070045737,970.2140524122348,849834
2015-12-24,977.947509765625,979.5343824829839,965.7947267029116,972.6243899117092,843160
2015-12-28,989.3775634765625,990.8640006179081,972.3033980152991,975.4370291752365,3704198
2015-12-29,986.6055908203125,990.4221690947797,982.5680331345486,987.6300603946548,1708524
2015-12-30,971.5399780273438,987.8909803301385,969.1295079655379,985.5006171353033,1605762
2015-12-31,978.9922485351562,983.672538103108,967.2009946837788,970.515390615717,1240318
2016-01-01,970.7764282226562,979.8559030475549,969.10922596411,979.8559030475549,712262
2016-01-04,951.9752197265625,969.812662775006,950.5490050177866,968.2659049208421,1870184
2016-01-05,943.678955078125,958.8047140902264,940.4851017518528,958.1618828185258,2678020
2016-01-06,956.7958984375,958.6237596590273,944.1810470205249,944.1810470205249,2653228
2016-01-07,952.6376953125,957.3179846617317,948.1180647074327,952.1355141341592,3199580
2016-01-08,963.2239379882812,967.1409520910777,953.1400983471427,958.1619112994459,1907544
2016-01-11,949.0624389648438,957.7601798890596,943.6388808991968,957.1575623262099,2930228
2016-01-12,934.8807373046875,950.1269406900019,924.6563465023013,949.2029075582877,3482594
2016-01-13,915.6571044921875,934.8605334331377,905.9751096863097,930.8430837836613,4746092
2016-01-14,915.4962768554688,923.5712903119402,903.9260043829177,913.1661368721652,2742052
2016-01-15,908.3856811523438,920.6790196063845,905.9349973589494,919.5341051774926,3269408
2016-01-18,915.034423828125,920.7592898517106,907.9436640914697,908.7471540596923,2213922
2016-01-19,915.697265625,924.0133663052954,911.2780712644095,914.7732326422425,967910
2016-01-20,916.0188598632812,917.9873712295047,901.114080379772,913.4878466193653,1615954
